Cidade,Sim,Não,Total,Doenças
ITAJUBA,377,443,820,sedentarismo
ITAMARANDIBA,10,21,31,sedentarismo
ITAMARATI DE MINAS,28,28,56,sedentarismo
ITAMBACURI,4,16,20,sedentarismo
ITAMBE DO MATO DENTRO,-,1,1,sedentarismo
ITAMOGI,19,38,57,sedentarismo
ITAMONTE,7,11,18,sedentarismo
ITANHANDU,40,54,94,sedentarismo
ITANHOMI,9,23,32,sedentarismo
ITAOBIM,9,11,20,sedentarismo
ITAPAGIPE,29,31,60,sedentarismo
ITAPECERICA,4,13,17,sedentarismo
ITAPEVA,11,16,27,sedentarismo
ITATIAIUCU,4,22,26,sedentarismo
ITAU DE MINAS,89,54,143,sedentarismo
ITAUNA,73,92,165,sedentarismo
ITUETA,5,1,6,sedentarismo
ITUIUTABA,51,159,210,sedentarismo
ITUMIRIM,2,-,2,sedentarismo
ITURAMA,61,52,113,sedentarismo
ITUTINGA,5,13,18,sedentarismo
JABOTICATUBAS,3,23,26,sedentarismo
JACINTO,1,5,6,sedentarismo
JACUI,43,86,129,sedentarismo
JACUTINGA,35,56,91,sedentarismo
JAGUARACU,-,5,5,sedentarismo
JAIBA,1,7,8,sedentarismo
JAMPRUCA,3,3,6,sedentarismo
JANAUBA,10,22,32,sedentarismo
JANUARIA,20,92,112,sedentarismo
JAPARAIBA,1,4,5,sedentarismo
JAPONVAR,-,1,1,sedentarismo
JENIPAPO DE MINAS,6,3,9,sedentarismo
JEQUERI,4,28,32,sedentarismo
JEQUITAI,-,4,4,sedentarismo
JEQUITINHONHA,2,-,2,sedentarismo
JESUANIA,-,1,1,sedentarismo
JOAIMA,9,12,21,sedentarismo
JOANESIA,3,7,10,sedentarismo
JOAO MONLEVADE,19,68,87,sedentarismo
JOAO PINHEIRO,15,40,55,sedentarismo
JORDANIA,-,1,1,sedentarismo
JOSE GONCALVES DE MINAS,1,5,6,sedentarismo
JOSE RAYDAN,-,11,11,sedentarismo
NOVA UNIAO,4,16,20,sedentarismo
JUATUBA,7,14,21,sedentarismo
JUIZ DE FORA,351,370,721,sedentarismo
JURUAIA,7,10,17,sedentarismo
JUVENILIA,1,1,2,sedentarismo
LAGAMAR,12,23,35,sedentarismo
LAGOA DA PRATA,32,29,61,sedentarismo
LAGOA DOURADA,-,1,1,sedentarismo
LAGOA FORMOSA,21,21,42,sedentarismo
LAGOA GRANDE,1,4,5,sedentarismo
LAGOA SANTA,6,15,21,sedentarismo
LAMBARI,64,64,128,sedentarismo
LARANJAL,2,5,7,sedentarismo
LASSANCE,3,1,4,sedentarismo
LAVRAS,35,41,76,sedentarismo
LEANDRO FERREIRA,9,4,13,sedentarismo
LEOPOLDINA,22,14,36,sedentarismo
LIMA DUARTE,10,21,31,sedentarismo
LIMEIRA DO OESTE,2,3,5,sedentarismo
LONTRA,-,1,1,sedentarismo
LUISBURGO,4,11,15,sedentarismo
LUZ,11,30,41,sedentarismo
MACHADO,87,104,191,sedentarismo
MADRE DE DEUS DE MINAS,4,11,15,sedentarismo
MANGA,3,10,13,sedentarismo
MANHUACU,14,30,44,sedentarismo
MANHUMIRIM,25,28,53,sedentarismo
MANTENA,14,34,48,sedentarismo
MARAVILHAS,3,5,8,sedentarismo
MAR DE ESPANHA,9,10,19,sedentarismo
MARIA DA FE,40,52,92,sedentarismo
MARIANA,53,31,84,sedentarismo
MARIPA DE MINAS,-,1,1,sedentarismo
MARLIERIA,3,11,14,sedentarismo
MARMELOPOLIS,8,28,36,sedentarismo
MARTINHO CAMPOS,24,29,53,sedentarismo
MATERLANDIA,1,4,5,sedentarismo
MATEUS LEME,86,40,126,sedentarismo
MATIAS BARBOSA,8,27,35,sedentarismo
MATIAS CARDOSO,1,7,8,sedentarismo
MATO VERDE,2,3,5,sedentarismo
MATOZINHOS,-,7,7,sedentarismo
MATUTINA,3,-,3,sedentarismo
MEDEIROS,-,2,2,sedentarismo
MEDINA,1,8,9,sedentarismo
MENDES PIMENTEL,4,1,5,sedentarismo
MERCES,3,19,22,sedentarismo
MESQUITA,3,1,4,sedentarismo
MINAS NOVAS,2,13,15,sedentarismo
MINDURI,7,8,15,sedentarismo
MIRABELA,3,6,9,sedentarismo
MIRADOURO,-,6,6,sedentarismo
MIRAI,6,19,25,sedentarismo
MIRAVANIA,-,1,1,sedentarismo
MOEDA,26,12,38,sedentarismo
MOEMA,5,4,9,sedentarismo
MONJOLOS,2,4,6,sedentarismo
MONTE ALEGRE DE MINAS,16,19,35,sedentarismo
MONTE AZUL,8,26,34,sedentarismo
MONTE BELO,25,12,37,sedentarismo
MONTE CARMELO,79,94,173,sedentarismo
MONTE SANTO DE MINAS,39,57,96,sedentarismo
MONTES CLAROS,194,300,494,sedentarismo
MONTE SIAO,36,88,124,sedentarismo
MONTEZUMA,1,-,1,sedentarismo
MORADA NOVA DE MINAS,11,34,45,sedentarismo
MORRO DO PILAR,-,1,1,sedentarismo
MUNHOZ,15,11,26,sedentarismo
MURIAE,26,65,91,sedentarismo
MUTUM,1,4,5,sedentarismo
MUZAMBINHO,10,19,29,sedentarismo
NACIP RAYDAN,-,11,11,sedentarismo
NANUQUE,13,20,33,sedentarismo
NAQUE,6,23,29,sedentarismo
NATERCIA,4,9,13,sedentarismo
NAZARENO,13,11,24,sedentarismo
NEPOMUCENO,26,44,70,sedentarismo
NINHEIRA,-,1,1,sedentarismo
NOVA BELEM,-,5,5,sedentarismo
NOVA ERA,3,5,8,sedentarismo
NOVA LIMA,102,113,215,sedentarismo
NOVA MODICA,3,-,3,sedentarismo
NOVA PORTEIRINHA,-,3,3,sedentarismo
NOVA RESENDE,13,24,37,sedentarismo
NOVA SERRANA,72,110,182,sedentarismo
NOVO CRUZEIRO,4,8,12,sedentarismo
NOVORIZONTE,3,5,8,sedentarismo
OLARIA,2,4,6,sedentarismo
OLIMPIO NORONHA,1,3,4,sedentarismo
OLIVEIRA,34,52,86,sedentarismo
OLIVEIRA FORTES,1,5,6,sedentarismo
ONCA DE PITANGUI,2,10,12,sedentarismo
ORATORIOS,-,3,3,sedentarismo
ORIZANIA,-,3,3,sedentarismo
OURO BRANCO,14,45,59,sedentarismo
OURO FINO,28,61,89,sedentarismo
OURO PRETO,124,153,277,sedentarismo
OURO VERDE DE MINAS,-,1,1,sedentarismo
PADRE PARAISO,3,1,4,sedentarismo
PAINEIRAS,3,5,8,sedentarismo
PAINS,9,8,17,sedentarismo
PAI PEDRO,-,4,4,sedentarismo
PAIVA,6,-,6,sedentarismo
PALMA,3,6,9,sedentarismo
PALMOPOLIS,4,4,8,sedentarismo
PAPAGAIOS,4,10,14,sedentarismo
PARACATU,35,29,64,sedentarismo
PARA DE MINAS,205,286,491,sedentarismo
PARAISOPOLIS,34,59,93,sedentarismo
PARAOPEBA,8,2,10,sedentarismo
PASSA-VINTE,2,2,4,sedentarismo
PASSOS,94,137,231,sedentarismo
PATOS DE MINAS,156,148,304,sedentarismo
PATROCINIO,44,49,93,sedentarismo
PAULA CANDIDO,12,32,44,sedentarismo
PECANHA,2,1,3,sedentarismo
PEDRA AZUL,2,-,2,sedentarismo
PEDRA DO ANTA,-,4,4,sedentarismo
PEDRA DOURADA,-,1,1,sedentarismo
PEDRALVA,10,52,62,sedentarismo
PEDRAS DE MARIA DA CRUZ,-,1,1,sedentarismo
PEDRINOPOLIS,-,3,3,sedentarismo
PEDRO LEOPOLDO,12,15,27,sedentarismo
PEQUI,5,6,11,sedentarismo
PERDIGAO,4,13,17,sedentarismo
PERDIZES,28,27,55,sedentarismo
PERDOES,8,23,31,sedentarismo
PERIQUITO,13,17,30,sedentarismo
PESCADOR,2,4,6,sedentarismo
PIAU,5,3,8,sedentarismo
PIEDADE DE CARATINGA,27,7,34,sedentarismo
PIEDADE DE PONTE NOVA,4,7,11,sedentarismo
PIEDADE DO RIO GRANDE,3,-,3,sedentarismo
PIEDADE DOS GERAIS,-,9,9,sedentarismo
PIMENTA,19,3,22,sedentarismo
PINGO-D'AGUA,1,3,4,sedentarismo
PIRACEMA,-,7,7,sedentarismo
PIRANGA,6,17,23,sedentarismo
PIRANGUCU,10,33,43,sedentarismo
PIRANGUINHO,30,56,86,sedentarismo
PIRAPETINGA,15,6,21,sedentarismo
PIRAPORA,5,10,15,sedentarismo
PIRAUBA,11,6,17,sedentarismo
PITANGUI,59,62,121,sedentarismo
PIUMHI,29,111,140,sedentarismo
PLANURA,10,18,28,sedentarismo
POCO FUNDO,34,51,85,sedentarismo
POCOS DE CALDAS,312,471,783,sedentarismo
POMPEU,14,28,42,sedentarismo
PONTE NOVA,54,95,149,sedentarismo
PORTEIRINHA,13,22,35,sedentarismo
PORTO FIRME,2,2,4,sedentarismo
POTE,5,18,23,sedentarismo
POUSO ALEGRE,201,288,489,sedentarismo
POUSO ALTO,7,11,18,sedentarismo
PRADOS,2,6,8,sedentarismo
PRATA,14,14,28,sedentarismo
PRATAPOLIS,10,12,22,sedentarismo
PRATINHA,5,3,8,sedentarismo
PRESIDENTE BERNARDES,-,4,4,sedentarismo
PRESIDENTE JUSCELINO,2,5,7,sedentarismo
PRESIDENTE KUBITSCHEK,-,4,4,sedentarismo
PRUDENTE DE MORAIS,1,10,11,sedentarismo
QUARTEL GERAL,3,6,9,sedentarismo
QUELUZITO,1,1,2,sedentarismo
RAPOSOS,11,16,27,sedentarismo
RAUL SOARES,6,10,16,sedentarismo
RECREIO,4,9,13,sedentarismo
RESENDE COSTA,12,19,31,sedentarismo
RESPLENDOR,14,17,31,sedentarismo
RESSAQUINHA,3,4,7,sedentarismo
RIACHINHO,6,5,11,sedentarismo
RIACHO DOS MACHADOS,-,2,2,sedentarismo
RIBEIRAO DAS NEVES,159,161,320,sedentarismo
RIO ACIMA,4,1,5,sedentarismo
RIO CASCA,5,13,18,sedentarismo
RIO DOCE,11,3,14,sedentarismo
RIO DO PRADO,1,-,1,sedentarismo
RIO ESPERA,1,1,2,sedentarismo
RIO NOVO,4,3,7,sedentarismo
RIO PARDO DE MINAS,15,44,59,sedentarismo
RIO PIRACICABA,9,3,12,sedentarismo
RIO POMBA,40,50,90,sedentarismo
RIO PRETO,-,1,1,sedentarismo
RIO VERMELHO,-,2,2,sedentarismo
RITAPOLIS,4,7,11,sedentarismo
RODEIRO,-,2,2,sedentarismo
ROMARIA,7,4,11,sedentarismo
SABARA,86,100,186,sedentarismo
SABINOPOLIS,7,13,20,sedentarismo
SACRAMENTO,32,37,69,sedentarismo
SALINAS,4,23,27,sedentarismo
SALTO DA DIVISA,1,6,7,sedentarismo
SANTA BARBARA,21,50,71,sedentarismo
SANTA BARBARA DO LESTE,6,7,13,sedentarismo
SANTA BARBARA DO MONTE VERDE,-,2,2,sedentarismo
SANTA BARBARA DO TUGURIO,3,3,6,sedentarismo
SANTA CRUZ DE MINAS,3,5,8,sedentarismo
SANTA CRUZ DO ESCALVADO,3,1,4,sedentarismo
SANTA JULIANA,9,17,26,sedentarismo
SANTA LUZIA,46,19,65,sedentarismo
SANTA MARGARIDA,6,46,52,sedentarismo
SANTA MARIA DE ITABIRA,3,8,11,sedentarismo
SANTA MARIA DO SALTO,-,2,2,sedentarismo
SANTA MARIA DO SUACUI,-,7,7,sedentarismo
SANTANA DE PIRAPAMA,1,3,4,sedentarismo
SANTANA DO GARAMBEU,1,2,3,sedentarismo
SANTANA DO JACARE,6,11,17,sedentarismo
SANTANA DO PARAISO,33,46,79,sedentarismo
SANTANA DOS MONTES,1,10,11,sedentarismo
SANTA RITA DE CALDAS,17,28,45,sedentarismo
SANTA RITA DE JACUTINGA,4,6,10,sedentarismo
SANTA RITA DE MINAS,4,2,6,sedentarismo
SANTA RITA DE IBITIPOCA,1,6,7,sedentarismo
SANTA RITA DO SAPUCAI,86,110,196,sedentarismo
SANTA ROSA DA SERRA,4,15,19,sedentarismo
SANTA VITORIA,45,74,119,sedentarismo
SANTO ANTONIO DO AMPARO,4,9,13,sedentarismo
SANTO ANTONIO DO AVENTUREIRO,3,5,8,sedentarismo
SANTO ANTONIO DO GRAMA,3,15,18,sedentarismo
SANTO ANTONIO DO ITAMBE,5,16,21,sedentarismo
SANTO ANTONIO DO JACINTO,2,1,3,sedentarismo
SANTO ANTONIO DO MONTE,25,16,41,sedentarismo
SANTO ANTONIO DO RETIRO,-,2,2,sedentarismo
SANTO ANTONIO DO RIO ABAIXO,1,1,2,sedentarismo
SANTO HIPOLITO,-,1,1,sedentarismo
SANTOS DUMONT,6,5,11,sedentarismo
SAO BENTO ABADE,2,9,11,sedentarismo
SAO BRAS DO SUACUI,8,18,26,sedentarismo
SAO DOMINGOS DAS DORES,7,5,12,sedentarismo
SAO DOMINGOS DO PRATA,12,27,39,sedentarismo
SAO FELIX DE MINAS,2,6,8,sedentarismo
SAO FRANCISCO,7,6,13,sedentarismo
SAO FRANCISCO DE SALES,6,14,20,sedentarismo
SAO GERALDO,7,7,14,sedentarismo
SAO GERALDO DO BAIXIO,-,4,4,sedentarismo
SAO GONCALO DO ABAETE,2,6,8,sedentarismo
SAO GONCALO DO RIO ABAIXO,5,10,15,sedentarismo
SAO GONCALO DO SAPUCAI,39,56,95,sedentarismo
SAO GOTARDO,26,51,77,sedentarismo
SAO JOAO BATISTA DO GLORIA,13,37,50,sedentarismo
SAO JOAO DA MATA,2,6,8,sedentarismo
SAO JOAO DA PONTE,6,29,35,sedentarismo
SAO JOAO DEL REI,62,108,170,sedentarismo
SAO JOAO DO MANHUACU,2,13,15,sedentarismo
SAO JOAO DO ORIENTE,6,29,35,sedentarismo
SAO JOAO DO PARAISO,4,6,10,sedentarismo
SAO JOAO NEPOMUCENO,36,39,75,sedentarismo
SAO JOAQUIM DE BICAS,12,32,44,sedentarismo
SAO JOSE DA BARRA,5,18,23,sedentarismo
SAO JOSE DA LAPA,5,8,13,sedentarismo
SAO JOSE DA SAFIRA,9,10,19,sedentarismo
SAO JOSE DA VARGINHA,10,5,15,sedentarismo
SAO JOSE DO ALEGRE,1,5,6,sedentarismo
SAO JOSE DO DIVINO,4,13,17,sedentarismo
SAO JOSE DO GOIABAL,4,5,9,sedentarismo
SAO JOSE DO JACURI,1,-,1,sedentarismo
SAO LOURENCO,75,157,232,sedentarismo
SAO MIGUEL DO ANTA,1,18,19,sedentarismo
SAO PEDRO DA UNIAO,7,9,16,sedentarismo
SAO PEDRO DOS FERROS,13,16,29,sedentarismo
SAO PEDRO DO SUACUI,3,2,5,sedentarismo
SAO SEBASTIAO DA BELA VISTA,8,9,17,sedentarismo
SAO SEBASTIAO DA VARGEM ALEGRE,2,5,7,sedentarismo
SAO SEBASTIAO DO ANTA,1,-,1,sedentarismo
SAO SEBASTIAO DO OESTE,4,1,5,sedentarismo
SAO SEBASTIAO DO PARAISO,205,195,400,sedentarismo
SAO SEBASTIAO DO RIO VERDE,6,3,9,sedentarismo
SAO TIAGO,43,37,80,sedentarismo
SAO TOMAS DE AQUINO,11,4,15,sedentarismo
SAO THOME DAS LETRAS,-,2,2,sedentarismo
SAO VICENTE DE MINAS,4,6,10,sedentarismo
SAPUCAI-MIRIM,19,31,50,sedentarismo
SARDOA,8,9,17,sedentarismo
SARZEDO,28,41,69,sedentarismo
SENADOR AMARAL,10,29,39,sedentarismo
SENADOR FIRMINO,-,1,1,sedentarismo
SENADOR JOSE BENTO,9,4,13,sedentarismo
SENADOR MODESTINO GONCALVES,4,6,10,sedentarismo
SENHORA DE OLIVEIRA,3,6,9,sedentarismo
SENHORA DO PORTO,3,5,8,sedentarismo
SENHORA DOS REMEDIOS,9,19,28,sedentarismo
SERITINGA,2,5,7,sedentarismo
SERRA AZUL DE MINAS,-,5,5,sedentarismo
SERRA DA SAUDADE,2,2,4,sedentarismo
SERRA DOS AIMORES,1,4,5,sedentarismo
SERRA DO SALITRE,-,10,10,sedentarismo
SERRANIA,20,25,45,sedentarismo
SERRANOS,1,-,1,sedentarismo
SERRO,9,15,24,sedentarismo
SILVEIRANIA,2,-,2,sedentarismo
SILVIANOPOLIS,15,4,19,sedentarismo
SOBRALIA,1,-,1,sedentarismo
SOLEDADE DE MINAS,12,18,30,sedentarismo
TABULEIRO,2,3,5,sedentarismo
TAPIRAI,7,4,11,sedentarismo
TAQUARACU DE MINAS,-,1,1,sedentarismo
TEIXEIRAS,6,14,20,sedentarismo
TEOFILO OTONI,39,74,113,sedentarismo
TIMOTEO,-,1,1,sedentarismo
TIRADENTES,2,21,23,sedentarismo
TIROS,2,3,5,sedentarismo
TOCANTINS,7,13,20,sedentarismo
TOCOS DO MOJI,6,10,16,sedentarismo
TOLEDO,15,8,23,sedentarismo
TOMBOS,9,6,15,sedentarismo
TRES CORACOES,9,12,21,sedentarismo
TRES PONTAS,136,134,270,sedentarismo
TURMALINA,17,7,24,sedentarismo
TURVOLANDIA,12,16,28,sedentarismo
UBA,80,141,221,sedentarismo
UBAI,3,1,4,sedentarismo
UBAPORANGA,6,5,11,sedentarismo
UBERABA,800,1098,1898,sedentarismo
UBERLANDIA,540,607,1147,sedentarismo
UMBURATIBA,5,1,6,sedentarismo
UNAI,89,126,215,sedentarismo
UNIAO DE MINAS,3,6,9,sedentarismo
URUANA DE MINAS,2,3,5,sedentarismo
URUCANIA,12,21,33,sedentarismo
VARGEM ALEGRE,5,13,18,sedentarismo
VARGEM GRANDE DO RIO PARDO,-,1,1,sedentarismo
VARGINHA,98,97,195,sedentarismo
VARJAO DE MINAS,4,6,10,sedentarismo
VARZEA DA PALMA,10,54,64,sedentarismo
VARZELANDIA,1,4,5,sedentarismo
VAZANTE,6,7,13,sedentarismo
VERDELANDIA,-,5,5,sedentarismo
VERISSIMO,3,-,3,sedentarismo
VERMELHO NOVO,9,23,32,sedentarismo
VESPASIANO,38,93,131,sedentarismo
VICOSA,136,123,259,sedentarismo
VIEIRAS,1,2,3,sedentarismo
VIRGEM DA LAPA,1,4,5,sedentarismo
VIRGINIA,-,1,1,sedentarismo
VOLTA GRANDE,2,-,2,sedentarismo
WENCESLAU BRAZ,4,3,7,sedentarismo
Total,15093,21542,36635,sedentarismo
ABADIA DOS DOURADOS,-,2,2,sobrepeso
ABAETE,34,62,96,sobrepeso
ACAIACA,1,4,5,sobrepeso
ACUCENA,8,16,24,sobrepeso
AGUA BOA,-,1,1,sobrepeso
AGUA COMPRIDA,4,12,16,sobrepeso
AGUANIL,-,1,1,sobrepeso
AGUAS FORMOSAS,1,10,11,sobrepeso
AGUAS VERMELHAS,1,-,1,sobrepeso
AIMORES,11,22,33,sobrepeso
AIURUOCA,4,12,16,sobrepeso
ALAGOA,5,3,8,sobrepeso
ALBERTINA,2,6,8,sobrepeso
ALEM PARAIBA,52,166,218,sobrepeso
ALFENAS,68,69,137,sobrepeso
ALFREDO VASCONCELOS,1,10,11,sobrepeso
ALPERCATA,4,5,9,sobrepeso
ALPINOPOLIS,20,38,58,sobrepeso
ALTEROSA,21,40,61,sobrepeso
ALTO CAPARAO,-,1,1,sobrepeso
ALTO RIO DOCE,6,33,39,sobrepeso
ALVORADA DE MINAS,-,2,2,sobrepeso
AMPARO DO SERRA,2,2,4,sobrepeso
ANDRADAS,243,221,464,sobrepeso
CACHOEIRA DE PAJEU,1,3,4,sobrepeso
ANDRELANDIA,9,34,43,sobrepeso
ANGELANDIA,3,9,12,sobrepeso
ANTONIO CARLOS,15,37,52,sobrepeso
ANTONIO DIAS,-,2,2,sobrepeso
ANTONIO PRADO DE MINAS,2,3,5,sobrepeso
ARACAI,1,6,7,sobrepeso
ARACITABA,-,1,1,sobrepeso
ARACUAI,15,28,43,sobrepeso
ARAGUARI,122,215,337,sobrepeso
ARANTINA,-,1,1,sobrepeso
ARAPONGA,4,8,12,sobrepeso
ARAPORA,30,15,45,sobrepeso
ARAPUA,3,2,5,sobrepeso
ARAUJOS,7,4,11,sobrepeso
ARAXA,96,157,253,sobrepeso
ARCEBURGO,1,7,8,sobrepeso
ARCOS,54,64,118,sobrepeso
AREADO,11,13,24,sobrepeso
ARGIRITA,2,16,18,sobrepeso
ARICANDUVA,1,4,5,sobrepeso
ARINOS,6,12,18,sobrepeso
ASTOLFO DUTRA,6,36,42,sobrepeso
AUGUSTO DE LIMA,3,14,17,sobrepeso
BAEPENDI,40,54,94,sobrepeso
BALDIM,1,4,5,sobrepeso
BAMBUI,4,9,13,sobrepeso
BANDEIRA,1,2,3,sobrepeso
BARAO DE COCAIS,-,28,28,sobrepeso
BARAO DE MONTE ALTO,7,18,25,sobrepeso
BARBACENA,50,79,129,sobrepeso
BARRA LONGA,1,-,1,sobrepeso
BARROSO,28,47,75,sobrepeso
BELA VISTA DE MINAS,3,3,6,sobrepeso
BELO HORIZONTE,304,368,672,sobrepeso
BELO ORIENTE,28,41,69,sobrepeso
BELO VALE,-,4,4,sobrepeso
BERILO,2,1,3,sobrepeso
BERTOPOLIS,1,1,2,sobrepeso
BETIM,297,485,782,sobrepeso
BIAS FORTES,6,15,21,sobrepeso
BICAS,24,37,61,sobrepeso
BOA ESPERANCA,231,164,395,sobrepeso
BOCAIUVA,13,59,72,sobrepeso
BOM DESPACHO,81,97,178,sobrepeso
BOM JESUS DA PENHA,8,11,19,sobrepeso
BOM JESUS DO AMPARO,2,1,3,sobrepeso
BOM JESUS DO GALHO,1,4,5,sobrepeso
BOM REPOUSO,7,6,13,sobrepeso
BOM SUCESSO,42,46,88,sobrepeso
BONFIM,12,15,27,sobrepeso
BONFINOPOLIS DE MINAS,2,5,7,sobrepeso
BONITO DE MINAS,2,1,3,sobrepeso
BORDA DA MATA,25,101,126,sobrepeso
BOTELHOS,2,4,6,sobrepeso
BRASILANDIA DE MINAS,5,13,18,sobrepeso
BRASILIA DE MINAS,5,13,18,sobrepeso
BRAS PIRES,-,1,1,sobrepeso
BRAUNAS,1,2,3,sobrepeso
BRAZOPOLIS,50,49,99,sobrepeso
BRUMADINHO,44,68,112,sobrepeso
BUENO BRANDAO,16,27,43,sobrepeso
BUENOPOLIS,8,11,19,sobrepeso
BUGRE,3,15,18,sobrepeso
BURITIS,11,30,41,sobrepeso
BURITIZEIRO,5,12,17,sobrepeso
CABO VERDE,9,15,24,sobrepeso
CACHOEIRA DA PRATA,7,25,32,sobrepeso
CACHOEIRA DE MINAS,11,24,35,sobrepeso
CACHOEIRA DOURADA,1,9,10,sobrepeso
CAETANOPOLIS,3,8,11,sobrepeso
CAETE,21,47,68,sobrepeso
CAIANA,-,4,4,sobrepeso
CAJURI,2,10,12,sobrepeso
CALDAS,25,40,65,sobrepeso
CAMACHO,7,2,9,sobrepeso
CAMANDUCAIA,26,74,100,sobrepeso
CAMBUI,8,46,54,sobrepeso
CAMBUQUIRA,1,6,7,sobrepeso
CAMPANHA,25,51,76,sobrepeso
CAMPINA VERDE,10,11,21,sobrepeso
CAMPO BELO,74,162,236,sobrepeso
CAMPO FLORIDO,28,22,50,sobrepeso
CAMPOS ALTOS,17,20,37,sobrepeso
CAMPOS GERAIS,5,6,11,sobrepeso
CANAA,4,8,12,sobrepeso
CANAPOLIS,28,13,41,sobrepeso
CANA VERDE,-,5,5,sobrepeso
CANDEIAS,31,45,76,sobrepeso
CANTAGALO,1,2,3,sobrepeso
CAPARAO,3,3,6,sobrepeso
CAPELA NOVA,6,5,11,sobrepeso
CAPELINHA,2,10,12,sobrepeso
CAPETINGA,5,10,15,sobrepeso
CAPIM BRANCO,2,11,13,sobrepeso
CAPINOPOLIS,13,46,59,sobrepeso
CAPITAO ANDRADE,1,2,3,sobrepeso
CAPITAO ENEAS,4,-,4,sobrepeso
CAPITOLIO,1,12,13,sobrepeso
CAPUTIRA,-,11,11,sobrepeso
CARAI,2,1,3,sobrepeso
CARANAIBA,2,2,4,sobrepeso
CARANDAI,6,11,17,sobrepeso
CARANGOLA,17,34,51,sobrepeso
CARATINGA,127,205,332,sobrepeso
CARBONITA,4,10,14,sobrepeso
CAREACU,4,8,12,sobrepeso
CARLOS CHAGAS,15,33,48,sobrepeso
CARMESIA,16,7,23,sobrepeso
CARMO DA CACHOEIRA,1,6,7,sobrepeso
CARMO DA MATA,1,1,2,sobrepeso
CARMO DE MINAS,9,14,23,sobrepeso
CARMO DO CAJURU,12,45,57,sobrepeso
CARMO DO PARANAIBA,53,59,112,sobrepeso
CARMOPOLIS DE MINAS,15,56,71,sobrepeso
CARNEIRINHO,17,28,45,sobrepeso
CARRANCAS,2,3,5,sobrepeso
CARVALHOS,-,8,8,sobrepeso
CASCALHO RICO,1,1,2,sobrepeso
CASSIA,21,62,83,sobrepeso
CONCEICAO DA BARRA DE MINAS,1,14,15,sobrepeso
CATAGUASES,148,233,381,sobrepeso
CATAS ALTAS,3,7,10,sobrepeso
CATAS ALTAS DA NORUEGA,1,4,5,sobrepeso
CATUJI,2,2,4,sobrepeso
CAXAMBU,3,11,14,sobrepeso
CEDRO DO ABAETE,2,2,4,sobrepeso
CENTRAL DE MINAS,1,10,11,sobrepeso
CENTRALINA,19,25,44,sobrepeso
CHACARA,4,3,7,sobrepeso
CHALE,2,10,12,sobrepeso
CHAPADA DO NORTE,-,1,1,sobrepeso
CIPOTANEA,3,8,11,sobrepeso
CLARAVAL,8,5,13,sobrepeso
CLAUDIO,26,44,70,sobrepeso
COIMBRA,2,20,22,sobrepeso
COLUNA,7,11,18,sobrepeso
COMENDADOR GOMES,3,8,11,sobrepeso
COMERCINHO,1,-,1,sobrepeso
CONCEICAO DA APARECIDA,7,26,33,sobrepeso
CONCEICAO DAS PEDRAS,-,2,2,sobrepeso
CONCEICAO DAS ALAGOAS,23,46,69,sobrepeso
CONCEICAO DO PARA,9,6,15,sobrepeso
CONCEICAO DOS OUROS,11,24,35,sobrepeso
CONEGO MARINHO,-,19,19,sobrepeso
CONFINS,4,5,9,sobrepeso
CONGONHAL,8,13,21,sobrepeso
CONQUISTA,14,23,37,sobrepeso
CONSELHEIRO LAFAIETE,106,238,344,sobrepeso
CONSELHEIRO PENA,37,24,61,sobrepeso
CONSOLACAO,23,7,30,sobrepeso
CONTAGEM,221,331,552,sobrepeso
COQUEIRAL,6,16,22,sobrepeso
CORDISBURGO,5,11,16,sobrepeso
CORDISLANDIA,6,4,10,sobrepeso
COROACI,1,5,6,sobrepeso
COROMANDEL,36,51,87,sobrepeso
CORONEL FABRICIANO,135,190,325,sobrepeso
CORONEL MURTA,4,2,6,sobrepeso
CORONEL PACHECO,-,7,7,sobrepeso
CORREGO DO BOM JESUS,2,4,6,sobrepeso
CORREGO FUNDO,10,59,69,sobrepeso
COUTO DE MAGALHAES DE MINAS,1,1,2,sobrepeso
CRISTAIS,4,15,19,sobrepeso
CRISTIANO OTONI,2,5,7,sobrepeso
CRISTINA,54,107,161,sobrepeso
CRUCILANDIA,1,2,3,sobrepeso
CRUZEIRO DA FORTALEZA,12,19,31,sobrepeso
CRUZILIA,20,14,34,sobrepeso
CURVELO,140,212,352,sobrepeso
DATAS,2,5,7,sobrepeso
DELFIM MOREIRA,12,35,47,sobrepeso
DELFINOPOLIS,-,4,4,sobrepeso
DELTA,8,23,31,sobrepeso
DESCOBERTO,2,1,3,sobrepeso
DESTERRO DE ENTRE RIOS,10,9,19,sobrepeso
DESTERRO DO MELO,-,5,5,sobrepeso
DIOGO DE VASCONCELOS,-,9,9,sobrepeso
DIONISIO,18,29,47,sobrepeso
DIVINO,4,11,15,sobrepeso
DIVINOLANDIA DE MINAS,3,2,5,sobrepeso
DIVINOPOLIS,183,200,383,sobrepeso
DIVISA ALEGRE,1,-,1,sobrepeso
DIVISA NOVA,4,9,13,sobrepeso
DIVISOPOLIS,2,3,5,sobrepeso
DOM CAVATI,8,6,14,sobrepeso
DOM JOAQUIM,-,2,2,sobrepeso
DOM SILVERIO,4,9,13,sobrepeso
DONA EUSEBIA,2,8,10,sobrepeso
DORES DE CAMPOS,16,46,62,sobrepeso
DORES DE GUANHAES,-,10,10,sobrepeso
